episode,timestep,reward
2,30,0.0
4,50,0.0
6,70,0.0
8,90,0.0
10,110,0.0
12,130,0.0
14,150,0.0
16,170,0.0
18,190,2.0
20,210,0.0
22,230,0.0
24,250,0.0
26,270,0.75
28,290,0.0
30,310,1.0
32,330,0.75
34,350,0.0
36,370,0.0
38,390,0.0
40,410,0.0
42,430,0.0
44,450,0.0
46,470,0.5
48,490,1.0
50,510,0.0
52,530,0.5
54,550,1.0
56,570,0.75
58,590,0.0
60,610,0.0
62,630,0.0
64,650,1.0
66,670,0.0
68,690,1.0
70,710,1.5
72,730,2.75
74,750,1.75
76,770,0.0
78,790,0.0
80,810,0.0
82,830,1.25
84,850,1.75
86,870,0.5
88,890,1.25
90,910,1.75
92,930,0.25
94,950,0.25
96,970,1.75
98,990,1.0
100,1010,0.0
102,1030,1.0
104,1050,1.5
106,1070,1.25
108,1090,1.0
110,1110,0.0
112,1130,1.5
114,1150,1.25
116,1170,1.25
118,1190,1.0
120,1210,1.0
122,1230,1.75
124,1250,0.0
126,1270,0.5
128,1290,2.75
130,1310,2.75
132,1330,0.0
134,1350,1.5
136,1370,2.0
138,1390,6.75
140,1410,3.25
142,1430,3.25
144,1450,4.0
146,1470,2.75
148,1490,2.0
150,1510,1.5
152,1530,1.75
154,1550,0.0
156,1570,3.75
158,1590,0.5
160,1610,2.25
162,1630,2.25
164,1650,2.0
166,1670,3.25
168,1690,2.0
170,1710,2.25
172,1730,2.5
174,1750,1.25
176,1770,0.0
178,1790,2.75
180,1810,1.75
182,1830,2.0
184,1850,2.25
186,1870,1.75
188,1890,3.5
190,1910,0.5
192,1930,3.75
194,1950,2.75
196,1970,3.5
198,1990,4.0
200,2010,5.25
202,2030,7.0
204,2050,2.5
206,2070,4.75
208,2090,5.25
210,2110,2.25
212,2130,7.0
214,2150,3.5
216,2170,2.25
218,2190,4.0
220,2210,3.0
222,2230,4.0
224,2250,5.0
226,2270,6.25
228,2290,6.0
230,2310,4.5
232,2330,5.25
234,2350,3.5
236,2370,6.0
238,2390,6.0
240,2410,0.0
242,2430,2.75
244,2450,4.25
246,2470,1.0
248,2490,2.75
250,2510,1.75
252,2530,4.75
254,2550,5.25
256,2570,1.25
258,2590,4.25
260,2610,4.0
262,2630,6.5
264,2650,4.5
266,2670,1.5
268,2690,3.5
270,2710,2.75
272,2730,5.75
274,2750,1.5
276,2770,1.75
278,2790,0.0
280,2810,1.75
282,2830,4.0
284,2850,6.75
286,2870,7.25
288,2890,7.5
290,2910,3.75
292,2930,5.25
294,2950,6.5
296,2970,5.75
298,2990,5.75
300,3010,3.0
302,3030,4.25
