episode,timestep,reward
2,30,0.5
4,50,0.0
6,70,1.0
8,90,0.0
10,110,1.5
12,130,0.0
14,150,1.0
16,170,0.0
18,190,0.0
20,210,0.0
22,230,1.0
24,250,1.0
26,270,1.5
28,290,0.0
30,310,1.5
32,330,1.0
34,350,0.5
36,370,0.0
38,390,1.0
40,410,0.0
42,430,0.0
44,450,0.5
46,470,1.0
48,490,1.0
50,510,1.5
52,530,0.0
54,550,0.5
56,570,0.5
58,590,1.0
60,610,2.0
62,630,2.5
64,650,0.0
66,670,0.0
68,690,3.5
70,710,1.5
72,730,0.0
74,750,0.5
76,770,0.5
78,790,1.0
80,810,0.0
82,830,1.0
84,850,1.0
86,870,2.0
88,890,0.0
90,910,1.0
92,930,4.0
94,950,2.5
96,970,2.0
98,990,0.0
100,1010,1.5
102,1030,1.0
104,1050,0.0
106,1070,1.5
108,1090,0.0
110,1110,0.0
112,1130,1.0
114,1150,2.0
116,1170,1.5
118,1190,0.0
120,1210,0.0
122,1230,0.5
124,1250,3.0
126,1270,0.5
128,1290,1.0
130,1310,0.5
132,1330,2.0
134,1350,0.5
136,1370,0.0
138,1390,3.5
140,1410,3.0
142,1430,2.0
144,1450,2.5
146,1470,3.0
148,1490,2.5
150,1510,1.0
152,1530,1.0
154,1550,2.5
156,1570,3.0
158,1590,0.5
160,1610,3.5
162,1630,2.0
164,1650,1.5
166,1670,3.0
168,1690,2.0
170,1710,2.5
172,1730,2.5
174,1750,0.0
176,1770,3.0
178,1790,1.0
180,1810,0.5
182,1830,0.0
184,1850,1.5
186,1870,2.0
188,1890,5.0
190,1910,0.0
192,1930,1.5
194,1950,0.5
196,1970,1.5
198,1990,3.0
200,2010,2.0
202,2030,1.5
204,2050,1.0
206,2070,2.0
208,2090,2.5
210,2110,4.0
212,2130,1.5
214,2150,1.5
216,2170,1.5
218,2190,0.0
220,2210,2.0
222,2230,3.5
224,2250,1.5
226,2270,3.0
228,2290,0.0
230,2310,1.0
232,2330,1.5
234,2350,0.0
236,2370,4.5
238,2390,3.0
240,2410,1.5
242,2430,4.0
244,2450,1.0
246,2470,0.0
248,2490,3.0
250,2510,2.5
252,2530,4.0
254,2550,6.0
256,2570,4.5
258,2590,2.5
260,2610,2.5
262,2630,4.0
264,2650,3.0
266,2670,5.5
268,2690,4.0
270,2710,3.5
272,2730,5.5
274,2750,3.0
276,2770,3.5
278,2790,0.5
280,2810,4.0
282,2830,2.5
284,2850,2.5
286,2870,3.5
288,2890,0.0
290,2910,3.0
292,2930,4.5
294,2950,3.0
296,2970,4.0
298,2990,4.5
300,3010,3.5
302,3030,1.0
304,3050,2.5
306,3070,1.0
308,3090,2.5
310,3110,3.0
312,3130,0.5
314,3150,4.5
316,3170,5.0
318,3190,1.0
320,3210,4.0
322,3230,4.5
324,3250,3.5
326,3270,3.5
328,3290,1.5
330,3310,4.0
332,3330,5.0
334,3350,1.5
336,3370,4.5
338,3390,1.5
340,3410,2.5
342,3430,1.5
344,3450,0.5
346,3470,4.0
348,3490,2.5
350,3510,5.0
352,3530,4.0
354,3550,5.0
356,3570,3.0
358,3590,2.0
360,3610,3.5
362,3630,4.5
364,3650,4.0
366,3670,2.0
368,3690,3.5
370,3710,0.0
372,3730,4.0
374,3750,3.0
376,3770,4.0
378,3790,2.5
380,3810,0.0
382,3830,2.0
384,3850,5.5
386,3870,3.0
388,3890,5.5
390,3910,4.5
392,3930,3.0
394,3950,3.5
396,3970,3.5
398,3990,2.5
400,4010,2.5
402,4030,0.5
404,4050,2.5
406,4070,1.0
408,4090,4.5
410,4110,2.0
412,4130,3.5
414,4150,2.5
416,4170,1.5
418,4190,2.5
420,4210,3.5
422,4230,4.5
424,4250,4.0
426,4270,3.5
428,4290,0.5
430,4310,5.0
432,4330,5.0
434,4350,5.0
436,4370,2.0
438,4390,2.5
440,4410,5.0
442,4430,2.0
444,4450,3.0
446,4470,4.0
448,4490,1.0
450,4510,3.0
452,4530,1.5
454,4550,4.0
456,4570,3.5
458,4590,5.0
460,4610,1.5
462,4630,4.0
464,4650,4.0
466,4670,4.0
468,4690,3.5
470,4710,2.5
472,4730,4.5
474,4750,4.0
476,4770,3.0
478,4790,3.0
480,4810,5.5
482,4830,4.5
484,4850,4.0
486,4870,3.0
488,4890,3.5
490,4910,3.5
492,4930,1.0
494,4950,3.0
496,4970,2.5
498,4990,4.0
500,5010,4.0
502,5030,3.5
504,5050,2.0
506,5070,3.0
508,5090,3.5
510,5110,1.0
512,5130,4.5
514,5150,3.0
516,5170,5.0
518,5190,3.5
520,5210,3.0
522,5230,4.5
524,5250,5.0
526,5270,3.0
528,5290,4.5
530,5310,4.0
532,5330,3.5
534,5350,3.5
536,5370,4.0
538,5390,3.0
540,5410,3.5
542,5430,3.5
544,5450,4.5
546,5470,3.5
548,5490,5.0
550,5510,2.0
552,5530,3.5
554,5550,3.5
556,5570,5.5
558,5590,5.0
560,5610,5.5
