episode,timestep,reward
2,4,-0.6526
4,9,-0.7933
6,13,-1.0
8,18,-0.597
10,20,-0.4526
12,23,-1.0
14,25,-0.7707
16,28,-1.0
18,37,-0.4724
20,41,-0.64
22,43,-0.6359
24,49,-0.5508
26,52,-0.8832
28,55,-1.0
30,60,-0.4859
32,64,-0.6059
34,66,-1.0
36,69,-1.0
38,83,-0.0956
40,87,-0.1105
42,93,-0.4035
44,96,-0.194
46,98,-0.9971
48,102,-0.5343
50,110,-0.2831
52,114,-0.5692
54,117,-0.7159
56,119,-1.0
58,126,-0.2363
60,129,-0.9209
62,133,-0.9917
64,135,-0.8778
66,137,-1.0
68,140,-1.0
70,144,-0.5683
72,148,-0.5759
74,150,-1.0
76,153,-1.0
78,155,-0.7353
80,158,-1.0
82,164,-0.6211
84,167,-0.8391
86,173,-0.9878
88,178,-0.471
90,184,-0.3232
92,190,-1.0
94,198,0.0292
96,202,-0.648
98,207,-0.1652
100,210,-0.852
102,212,-1.0
104,214,-1.0
106,220,-0.8297
108,222,-0.6119
110,226,-0.7942
112,230,-1.0
114,238,-0.8754
116,240,-0.236
118,244,-1.0
120,248,-0.6649
122,252,-0.6883
124,254,-0.9665
126,257,-1.0
128,259,-0.9455
130,262,-0.9591
132,267,-0.8536
134,270,-0.8876
136,274,-0.7154
138,280,-0.4531
140,283,-1.0
142,287,-0.9137
144,289,-0.7426
146,291,-1.0
148,293,-1.0
150,296,-0.9974
152,298,-1.0
154,300,-1.0
156,304,-0.7283
158,308,-0.9924
160,312,-0.6474
162,320,-0.2268
164,324,-0.6588
166,330,-0.4906
168,335,-0.9618
170,337,-0.351
172,339,-1.0
174,343,-0.8523
176,346,-1.0
178,350,-0.6108
180,352,-0.7885
182,354,-1.0
184,356,-1.0
186,360,-1.0
188,363,-0.7765
190,367,-0.8234
192,370,-0.5343
194,377,-0.4295
196,381,-0.1345
198,384,-0.7596
200,388,-0.9521
202,392,-0.8853
204,400,-0.3204
206,404,0.276
208,412,0.1242
210,415,-0.6404
212,419,-0.9404
214,422,-0.5166
216,425,-1.0
218,429,-0.6513
220,433,-0.8431
222,436,-0.8269
224,440,-0.8247
226,442,-0.8633
228,445,-1.0
230,447,-0.8572
232,455,-0.4937
234,463,-0.8718
236,466,-0.2039
238,469,-0.9652
240,472,-0.4738
242,475,-0.9044
244,478,-0.7088
246,482,-1.0
248,484,-0.506
250,486,-1.0
252,489,-0.6603
254,492,-0.749
256,495,-1.0
258,498,-0.3843
260,501,-0.9985
262,505,-0.8536
264,508,-0.627
266,511,-0.6513
268,514,-0.8077
270,519,-0.902
272,523,-0.5782
274,526,-0.7588
276,528,-0.8947
278,531,-1.0
280,534,-0.8742
282,537,-0.9998
284,539,-0.9238
286,542,-0.8769
288,544,-1.0
290,546,-1.0
292,549,-1.0
294,554,-0.7894
296,560,-0.8109
298,562,-0.2392
300,566,-1.0
302,570,-0.7394
304,574,-0.7562
306,576,-0.8732
308,579,-1.0
310,583,-0.6179
312,587,-0.8156
314,590,-1.0
316,592,-0.9126
318,594,-1.0
320,596,-1.0
322,598,-1.0
324,600,-1.0
326,606,-1.0
328,608,-0.4907
330,611,-1.0
332,614,-0.8488
334,616,-0.9715
336,619,-0.8808
338,621,-1.0
340,627,-0.3567
342,631,-0.7678
344,634,-0.6928
346,636,-1.0
348,639,-0.8233
350,642,-1.0
352,644,-0.9056
354,648,-0.8989
356,651,-0.7609
358,654,-0.7717
360,657,-1.0
362,662,-0.8816
364,665,-0.3005
366,668,-1.0
368,671,-0.7723
370,673,-0.7162
372,675,-1.0
374,678,-1.0
376,680,-0.7392
378,682,-1.0
380,686,-0.8467
382,693,-0.6174
384,695,-0.4529
386,698,-0.895
388,702,-0.5987
390,706,-0.737
392,708,-1.0
394,711,-1.0
396,714,-0.7413
398,716,-0.9187
400,718,-1.0
402,720,-1.0
404,723,-1.0
406,725,-0.8449
408,729,-0.9765
410,731,-0.9848
412,734,-1.0
414,736,-0.9772
416,739,-1.0
418,742,-0.6912
420,744,-1.0
422,748,-0.985
424,750,-0.8524
426,752,-1.0
428,754,-1.0
430,756,-1.0
432,761,-0.894
434,765,-0.4252
436,771,-0.4297
438,773,-0.9636
440,776,-0.9533
442,778,-1.0
444,780,-1.0
446,782,-1.0
448,789,-0.6229
450,792,-0.9501
452,797,-0.5054
454,802,-0.6576
456,804,-1.0
458,808,-1.0
460,812,-0.8278
462,814,-0.9269
464,823,-0.1231
466,825,-1.0
468,831,-0.166
470,833,-0.9254
472,836,-0.8037
474,838,-1.0
476,840,-1.0
478,844,-1.0
480,847,-0.5744
482,850,-0.9539
484,852,-1.0
486,854,-1.0
488,856,-1.0
490,858,-1.0
492,860,-1.0
494,862,-1.0
496,866,-0.6288
498,868,-1.0
500,871,-1.0
502,878,-0.8295
504,880,-0.4902
506,884,-1.0
508,887,-0.5198
510,889,-0.6865
512,894,-0.9167
514,896,-1.0
516,900,-1.0
518,902,-0.8169
520,904,-1.0
522,907,-0.9495
524,909,-1.0
526,913,-1.0
528,915,-0.7238
530,918,-0.8991
532,926,0.135
534,928,-1.0
536,932,-1.0
538,937,-0.1694
540,940,-1.0
542,942,-0.7889
544,945,-0.7427
546,947,-1.0
548,949,-1.0
550,956,-0.1746
552,959,-0.8244
554,962,-1.0
556,964,-0.9616
558,966,-1.0
560,970,-1.0
562,975,-0.578
564,978,-0.8269
566,981,-0.5695
568,987,-0.7494
570,991,-0.0734
572,994,-1.0
574,996,-0.9929
576,999,-0.7584
578,1001,-1.0
580,1003,-1.0
582,1007,-1.0
584,1009,-0.5058
586,1012,-0.8874
588,1015,-0.8359
590,1018,-1.0
592,1023,-0.8882
594,1028,-0.3451
596,1031,-0.3956
598,1034,-1.0
600,1037,-0.8328
602,1040,-0.9397
604,1044,-0.9763
606,1046,-0.8802
608,1049,-0.9279
610,1052,-0.8207
612,1054,-1.0
614,1059,-0.8715
616,1062,-0.9116
618,1065,-0.6133
620,1067,-1.0
