episode,timestep,reward
199,2000,0.0477
399,4000,0.095
599,6000,0.215
799,8000,0.2175
999,10000,0.314
1199,12000,0.4585
1399,14000,0.661
1599,16000,0.741
1799,18000,1.2095
1999,20000,1.1375
2199,22000,1.6565
2399,24000,1.8445
2599,26000,2.154
2799,28000,2.2855
2999,30000,2.66
3199,32000,2.7455
3399,34000,3.0415
3599,36000,3.2215
3799,38000,3.5
3999,40000,3.244
4199,42000,3.6725
4399,44000,3.573
4599,46000,3.6695
4799,48000,3.847
4999,50000,3.7865
5199,52000,3.798
5399,54000,4.0165
5599,56000,3.894
5799,58000,3.969
5999,60000,4.0305
6199,62000,4.0185
6399,64000,3.8795
6599,66000,3.9825
6799,68000,3.95
6999,70000,3.936
7199,72000,4.075
7399,74000,4.067
7599,76000,4.0945
7799,78000,4.0545
7999,80000,4.0465
8199,82000,3.9235
8399,84000,4.09
8599,86000,3.9255
8799,88000,4.1145
8999,90000,4.0845
9199,92000,3.971
9399,94000,3.9895
9599,96000,3.9355
9799,98000,4.026
9999,100000,3.9335
10199,102000,4.051
10399,104000,4.056
10599,106000,3.983
10799,108000,3.9995
10999,110000,3.8935
11199,112000,4.1565
11399,114000,4.057
11599,116000,4.022
11799,118000,3.917
11999,120000,4.026
12199,122000,4.012
12399,124000,4.1275
12599,126000,4.074
12799,128000,4.0445
12999,130000,4.0985
13199,132000,4.0185
13399,134000,4.019
13599,136000,4.094
13799,138000,3.9135
13999,140000,3.961
14199,142000,4.046
14399,144000,4.112
14599,146000,4.018
14799,148000,4.0535
14999,150000,4.1065
15199,152000,4.024
15399,154000,4.018
15599,156000,4.044
15799,158000,3.959
15999,160000,4.059
16199,162000,3.9115
16399,164000,3.986
16599,166000,4.0285
16799,168000,4.0535
16999,170000,4.0495
17199,172000,4.0655
17399,174000,4.041
17599,176000,4.0475
17799,178000,3.957
17999,180000,3.9615
18199,182000,4.052
18399,184000,4.112
18599,186000,4.0035
18799,188000,3.9415
18999,190000,3.988
19199,192000,4.017
19399,194000,4.0935
19599,196000,4.123
19799,198000,3.94
19999,200000,3.989
20199,202000,4.0905
20399,204000,3.832
20599,206000,4.0745
20799,208000,4.0015
20999,210000,3.929
21199,212000,3.884
21399,214000,4.0625
21599,216000,4.044
21799,218000,3.97
21999,220000,4.0685
22199,222000,3.9745
22399,224000,3.973
22599,226000,3.909
22799,228000,3.968
22999,230000,3.9605
23199,232000,4.0815
23399,234000,4.0415
23599,236000,3.848
23799,238000,3.97
23999,240000,3.9885
24199,242000,3.9165
24399,244000,3.939
24599,246000,3.994
24799,248000,4.035
24999,250000,4.118
25199,252000,4.224
25399,254000,4.2555
25599,256000,4.207
25799,258000,4.342
25999,260000,4.277
26199,262000,4.176
26399,264000,4.1465
26599,266000,4.1995
26799,268000,4.0595
26999,270000,4.2095
27199,272000,4.3045
27399,274000,4.2815
27599,276000,4.1685
27799,278000,4.1845
27999,280000,4.2165
28199,282000,4.2805
28399,284000,4.3225
28599,286000,4.3075
28799,288000,4.24
28999,290000,4.2425
29199,292000,4.2705
29399,294000,4.215
29599,296000,4.239
29799,298000,4.2
29999,300000,4.264
30199,302000,4.3115
30399,304000,4.1925
30599,306000,4.2375
30799,308000,4.226
30999,310000,4.251
31199,312000,4.228
31399,314000,4.263
31599,316000,4.1685
31799,318000,4.15
31999,320000,4.232
32199,322000,4.188
32399,324000,4.247
