episode,timestep,reward
2,30,1.15
4,50,0.1
6,70,0.1
8,90,0.2
10,110,0.0
12,130,0.0
14,150,0.0
16,170,2.95
18,190,0.2
20,210,0.0
22,230,1.0
24,250,1.0
26,270,0.85
28,290,0.0
30,310,0.0
32,330,1.65
34,350,0.7
36,370,0.8
38,390,2.4
40,410,0.2
42,430,2.35
44,450,1.8
46,470,0.1
48,490,1.3
50,510,0.2
52,530,1.25
54,550,1.65
56,570,1.4
58,590,0.75
60,610,0.9
62,630,1.7
64,650,0.3
66,670,1.55
68,690,0.2
70,710,0.0
72,730,2.2
74,750,0.0
76,770,1.4
78,790,0.0
80,810,0.75
82,830,0.8
84,850,1.25
86,870,0.6
88,890,3.0
90,910,0.55
92,930,0.0
94,950,2.5
96,970,0.2
98,990,1.65
100,1010,0.9
102,1030,0.1
104,1050,0.1
106,1070,2.1
108,1090,0.3
110,1110,1.9
112,1130,0.9
114,1150,1.75
116,1170,1.55
118,1190,2.95
120,1210,0.4
122,1230,1.8
124,1250,0.0
126,1270,0.75
128,1290,2.2
130,1310,0.8
132,1330,1.7
134,1350,0.0
136,1370,0.8
138,1390,1.7
140,1410,0.0
142,1430,1.0
144,1450,0.35
146,1470,1.8
148,1490,0.4
150,1510,1.4
152,1530,0.1
154,1550,0.4
156,1570,1.9
158,1590,0.4
160,1610,1.25
162,1630,1.1
164,1650,0.0
166,1670,0.0
168,1690,1.9
170,1710,1.75
172,1730,0.9
174,1750,0.0
176,1770,3.1
178,1790,1.35
180,1810,0.75
182,1830,2.05
184,1850,2.55
186,1870,0.4
188,1890,0.1
190,1910,1.7
192,1930,0.4
194,1950,0.9
196,1970,0.45
198,1990,0.2
200,2010,1.9
202,2030,0.4
204,2050,2.25
206,2070,0.3
208,2090,0.3
210,2110,0.6
212,2130,3.25
214,2150,1.6
216,2170,0.95
218,2190,1.65
220,2210,1.95
222,2230,0.65
224,2250,1.4
226,2270,1.8
228,2290,0.7
230,2310,1.0
232,2330,0.9
234,2350,0.5
236,2370,4.15
238,2390,0.2
240,2410,1.65
242,2430,1.55
244,2450,2.7
