episode,timestep,reward
2,11,-0.6
4,14,-0.6546
6,25,-0.9984
8,29,0.2822
10,36,-0.4612
12,44,-0.0214
14,58,0.8643
16,67,-0.1491
18,79,0.0724
20,88,0.2069
22,90,-0.637
24,99,-1.0
26,106,0.572
28,122,1.4792
30,124,-0.0351
32,131,-1.0
34,138,0.1838
36,142,-0.7476
38,151,-0.097
40,155,-0.3556
42,163,-0.2897
44,176,-0.0865
46,196,2.3415
48,200,1.2968
50,213,-0.8745
52,223,0.7495
54,239,0.5844
56,248,0.2597
58,260,-0.7589
60,265,1.1441
62,274,0.2255
64,282,0.007
66,302,1.3476
68,304,0.6636
70,313,-0.5222
72,333,1.1254
74,337,1.0666
76,347,0.0638
78,353,-0.032
80,356,-0.3709
82,359,-0.8578
84,365,-0.7301
86,372,-0.6566
88,378,-0.1908
90,383,-0.6123
92,397,0.3784
94,406,0.1935
96,413,-0.601
98,420,-0.131
100,432,0.7671
102,442,-0.2462
104,449,-0.1328
106,465,0.1699
108,480,2.6134
110,485,0.2222
112,489,-1.0
114,493,-0.4595
116,508,1.1238
118,519,-0.5978
120,530,2.5886
122,532,-0.2418
124,540,-0.4381
126,552,0.3576
128,561,-0.5207
130,580,1.8274
132,587,1.8767
134,594,-0.4994
136,600,0.0685
138,604,-1.0
140,616,-0.7329
142,625,1.394
144,633,-0.5363
146,642,0.3591
148,652,-0.1931
150,660,0.2672
152,662,-1.0
154,666,-0.926
156,676,-0.039
158,689,-0.8428
160,694,0.8359
162,704,-0.3735
164,721,0.6642
166,725,1.2935
168,733,-0.0149
170,741,-0.8465
172,752,0.1259
174,758,1.6078
176,764,-0.5194
178,769,-0.2337
180,773,-0.4838
182,775,-1.0
184,787,-0.7409
186,799,2.939
188,801,-0.7845
190,809,-1.0
192,814,-0.1586
194,821,-0.4901
196,840,0.6211
198,848,0.4931
200,859,1.0734
202,862,-0.1133
204,867,-0.9033
206,878,-0.7996
208,885,1.3785
210,891,-0.7001
212,895,-0.578
214,904,-0.5426
216,914,1.0439
218,922,0.0652
220,928,-0.5316
222,940,-0.5526
224,951,2.3673
226,964,-0.1559
228,974,0.1181
230,979,0.764
