episode,timestep,reward
2,30,3.004
4,50,4.9931
6,70,4.0551
8,90,3.1646
10,110,2.0012
12,130,2.542
14,150,5.0055
16,170,3.3442
18,190,4.4801
20,210,5.0541
22,230,1.4262
24,250,0.8115
26,270,4.7959
28,290,3.8111
30,310,2.4583
32,330,2.2
34,350,3.1333
36,370,4.9645
38,390,5.0183
40,410,2.6324
42,430,3.151
44,450,4.5947
46,470,4.6557
48,490,1.5532
50,510,3.9286
52,530,4.1304
54,550,4.1795
56,570,5.273
58,590,2.8846
60,610,5.0661
62,630,4.4656
64,650,3.2456
66,670,3.3135
68,690,4.7587
70,710,3.5172
72,730,2.9479
74,750,5.1001
76,770,3.6364
78,790,4.2088
80,810,5.962
82,830,4.1785
84,850,2.5596
86,870,1.4336
88,890,3.7939
90,910,1.4197
92,930,3.2788
94,950,4.1741
96,970,5.1915
98,990,1.9986
100,1010,5.3778
102,1030,4.1248
104,1050,1.8549
106,1070,2.7846
108,1090,3.6977
110,1110,2.3402
112,1130,3.8521
114,1150,1.3539
116,1170,4.6691
118,1190,2.5819
120,1210,2.8406
122,1230,4.2818
124,1250,2.1708
126,1270,4.2964
128,1290,4.8709
130,1310,0.1029
132,1330,4.4287
134,1350,3.019
136,1370,4.5055
138,1390,4.8239
140,1410,4.2426
142,1430,3.1493
144,1450,4.6367
146,1470,4.952
148,1490,4.1494
150,1510,5.6129
152,1530,5.2021
154,1550,5.2891
156,1570,5.685
158,1590,4.9988
160,1610,3.922
162,1630,5.5005
164,1650,4.6308
166,1670,5.1538
168,1690,4.4872
170,1710,5.3028
172,1730,4.3459
174,1750,6.1574
176,1770,4.9943
178,1790,3.595
180,1810,4.7351
182,1830,4.1953
184,1850,4.7043
186,1870,4.054
188,1890,4.0678
190,1910,5.3728
192,1930,5.1221
194,1950,5.0833
196,1970,3.7413
198,1990,4.0702
200,2010,4.4699
202,2030,4.3235
204,2050,5.9564
206,2070,5.7922
208,2090,4.5567
210,2110,5.0984
212,2130,5.1641
214,2150,4.3047
216,2170,5.2764
218,2190,4.0589
220,2210,3.9598
222,2230,4.7311
224,2250,5.3574
226,2270,5.6756
228,2290,5.7083
230,2310,4.3991
232,2330,6.1188
234,2350,4.7337
236,2370,4.8553
238,2390,5.2943
240,2410,5.2633
242,2430,5.8017
244,2450,5.9447
246,2470,5.4885
248,2490,4.8575
250,2510,5.6937
252,2530,5.2209
254,2550,5.7164
256,2570,4.8381
258,2590,5.2419
260,2610,5.2868
262,2630,5.2511
264,2650,5.3839
266,2670,4.0718
268,2690,4.7855
270,2710,4.7384
272,2730,5.4065
274,2750,4.9725
276,2770,5.2957
278,2790,5.8896
280,2810,3.8829
282,2830,4.6568
284,2850,5.0703
286,2870,4.2405
288,2890,4.6225
290,2910,5.4081
292,2930,5.1589
294,2950,4.677
296,2970,5.7711
298,2990,5.3911
300,3010,3.5735
302,3030,5.672
304,3050,5.1876
306,3070,5.3311
308,3090,4.4512
310,3110,5.2709
312,3130,5.5686
314,3150,3.9453
316,3170,4.87
318,3190,3.7396
320,3210,5.2888
322,3230,5.1415
324,3250,5.5656
326,3270,5.2305
328,3290,5.5177
330,3310,5.5747
332,3330,3.0232
334,3350,4.7106
336,3370,5.6396
338,3390,4.4637
340,3410,5.5932
342,3430,5.2627
344,3450,5.5124
346,3470,5.5636
348,3490,5.9875
350,3510,4.6387
352,3530,5.9699
354,3550,5.1035
356,3570,5.5349
358,3590,4.9254
360,3610,5.3453
362,3630,5.6891
364,3650,5.828
366,3670,5.5052
368,3690,5.9403
370,3710,4.2334
372,3730,5.1643
374,3750,5.3424
376,3770,6.054
378,3790,5.6665
380,3810,3.8824
382,3830,5.7896
384,3850,6.1798
386,3870,6.2148
388,3890,5.3252
390,3910,4.9009
392,3930,5.9454
394,3950,5.6285
396,3970,4.2997
398,3990,4.1336
400,4010,4.4091
402,4030,5.7601
404,4050,4.7367
406,4070,5.7719
408,4090,4.896
410,4110,6.0171
412,4130,5.6737
414,4150,4.7435
416,4170,5.4895
418,4190,5.1685
420,4210,4.415
422,4230,6.2147
424,4250,5.7832
426,4270,4.2192
