episode,timestep,reward
2,30,0.0
4,50,1.5
6,70,0.1
8,90,1.25
10,110,1.7
12,130,2.1
14,150,2.3
16,170,0.0
18,190,0.3
20,210,1.3
22,230,0.95
24,250,2.9
26,270,0.1
28,290,3.25
30,310,0.4
32,330,3.75
34,350,2.85
36,370,0.0
38,390,1.05
40,410,0.0
42,430,1.25
44,450,3.45
46,470,3.0
48,490,1.65
50,510,0.95
52,530,0.65
54,550,4.05
56,570,1.3
58,590,0.2
60,610,0.9
62,630,2.8
64,650,3.75
66,670,3.3
68,690,3.45
70,710,0.4
72,730,3.3
74,750,2.3
76,770,1.4
78,790,0.6
80,810,0.8
82,830,2.5
84,850,0.2
86,870,0.95
88,890,3.0
90,910,4.5
92,930,1.45
94,950,1.25
96,970,2.75
98,990,2.75
100,1010,0.0
102,1030,1.95
104,1050,1.1
106,1070,0.75
108,1090,0.6
110,1110,0.3
112,1130,2.6
114,1150,0.1
116,1170,0.0
118,1190,0.0
120,1210,1.65
122,1230,2.45
124,1250,4.5
126,1270,4.8
128,1290,3.35
130,1310,1.95
132,1330,0.85
134,1350,1.1
136,1370,2.7
138,1390,3.25
140,1410,3.45
142,1430,2.25
144,1450,1.2
146,1470,2.2
148,1490,1.9
150,1510,0.65
152,1530,2.15
154,1550,0.5
156,1570,1.85
158,1590,0.2
160,1610,4.35
162,1630,0.5
164,1650,1.65
166,1670,2.05
168,1690,0.0
170,1710,2.05
172,1730,0.1
174,1750,0.65
176,1770,1.25
178,1790,5.05
180,1810,1.5
182,1830,1.05
184,1850,0.0
186,1870,1.85
188,1890,0.4
190,1910,1.95
192,1930,1.1
194,1950,0.8
196,1970,0.1
198,1990,1.1
200,2010,0.0
202,2030,0.95
204,2050,2.6
206,2070,1.55
208,2090,0.4
210,2110,1.15
212,2130,2.95
214,2150,4.35
216,2170,0.0
218,2190,0.2
220,2210,1.35
222,2230,1.35
224,2250,4.0
226,2270,2.35
228,2290,1.8
230,2310,1.3
232,2330,0.0
234,2350,4.0
236,2370,1.45
238,2390,3.4
240,2410,1.65
242,2430,5.15
244,2450,0.5
246,2470,4.3
248,2490,4.2
250,2510,0.4
252,2530,0.0
254,2550,2.05
256,2570,0.55
258,2590,1.9
260,2610,2.2
262,2630,1.5
264,2650,2.45
266,2670,0.0
268,2690,0.5
270,2710,0.0
272,2730,0.7
274,2750,1.15
276,2770,1.95
278,2790,3.7
280,2810,0.4
282,2830,0.1
284,2850,1.0
286,2870,1.6
288,2890,2.25
290,2910,0.0
292,2930,0.7
294,2950,1.5
296,2970,0.9
298,2990,1.65
300,3010,6.2
302,3030,6.65
304,3050,3.25
306,3070,0.6
308,3090,1.05
310,3110,2.15
312,3130,0.0
314,3150,1.8
316,3170,2.35
318,3190,2.85
320,3210,1.2
322,3230,0.2
324,3250,1.45
326,3270,2.2
328,3290,1.9
330,3310,1.55
332,3330,0.3
334,3350,4.9
336,3370,1.3
338,3390,0.6
340,3410,0.2
342,3430,1.1
344,3450,3.0
346,3470,0.3
